BusinessEntityID,CustomerID,Title,FirstName,MiddleName,LastName,PhoneNumber,PhoneNumberType,EmailAddress,AddressType,AddressLine1,AddressLine2,City,StateProvinceName,PostalCode,CountryRegionName,CreditCardID,TerritoryID,Sales
4625,11903,NULL,Kate,L,Raji,1 (11) 500 555-0124,Home,kate18@adventure-works.com,Home,1225 Santa Lucia,NULL,Caloundra,Queensland,4551,Australia,14304,9,8959.3843
4626,22376,NULL,Marcus,R,Martin,338-555-0113,Home,marcus15@adventure-works.com,Home,5690 Morgan Territory Rd,NULL,Lake Oswego,Oregon,97034,United States,13206,1,33.139
4627,13263,NULL,Kate,K,Anand,1 (11) 500 555-0179,Cell,kate19@adventure-works.com,Home,4855 James Court,NULL,Roncq,Nord,59223,France,8391,7,12013.6264
4628,22127,NULL,Marcus,NULL,Thompson,239-555-0129,Cell,marcus16@adventure-works.com,Home,3260 Fountainhead Court,NULL,Colma,California,94014,United States,18331,4,99.4169
4629,19346,NULL,Donna,D,She,1 (11) 500 555-0115,Home,donna1@adventure-works.com,Home,8307 Medina Dr.,NULL,Berks,England,SL4 1RH,United Kingdom,17007,10,23.7465
4630,16095,NULL,Marcus,NULL,Garcia,582-555-0192,Home,marcus17@adventure-works.com,Home,137 Mazatlan,NULL,El Cajon,California,92020,United States,9703,4,2574.639
4631,13484,NULL,Marcus,L,Martinez,423-555-0177,Cell,marcus18@adventure-works.com,Home,7959 Driving Drive,NULL,Bellflower,California,90706,United States,6658,4,5318.7187
4632,15926,NULL,Donna,B,Deng,1 (11) 500 555-0169,Cell,donna2@adventure-works.com,Home,Nollendorfplatz 5118,NULL,Berlin,Nordrhein-Westfalen,14197,Germany,13136,8,7711.3116
4633,19326,NULL,Marcus,J,Robinson,1 (11) 500 555-0133,Cell,marcus19@adventure-works.com,Home,"834, rue Mazagran",NULL,Drancy,Seine Saint Denis,93700,France,940,7,2103.3455
4634,27958,NULL,Marcus,G,Clark,1 (11) 500 555-0147,Home,marcus20@adventure-works.com,Home,"101, avenue de la Gare",NULL,Peterborough,England,PB12,United Kingdom,18230,10,43.0729
4635,25932,NULL,Marcus,NULL,Rodriguez,250-555-0141,Home,marcus21@adventure-works.com,Home,5863 Sierra,NULL,Portland,Oregon,97205,United States,16219,1,54.6754
4636,12549,NULL,Donna,NULL,Xie,1 (11) 500 555-0118,Cell,donna3@adventure-works.com,Home,"3398, avenue de l´Europe",NULL,Paris,Seine (Paris),75003,France,10008,7,6528.6163
4637,20554,NULL,Donna,S,Tang,1 (11) 500 555-0161,Home,donna4@adventure-works.com,Home,Lützowplatz 5938,NULL,Berlin,Saarland,14197,Germany,2292,8,38.6529
4638,25421,NULL,Marcus,L,Lewis,744-555-0117,Home,marcus22@adventure-works.com,Home,4195 May Way,NULL,Beaverton,Oregon,97005,United States,10177,1,1381.0732
4639,26518,NULL,Marcus,NULL,Lee,789-555-0166,Home,marcus23@adventure-works.com,Home,7145 Matchstick Drive,NULL,Long Beach,California,90802,United States,8680,4,35.6584
4640,20032,NULL,Marcus,NULL,Walker,324-555-0182,Cell,marcus24@adventure-works.com,Home,8386 Candelero Place,NULL,Tacoma,Washington,98403,United States,4841,1,1238.1415
4641,13569,NULL,Marcus,NULL,Hall,1 (11) 500 555-0145,Cell,marcus25@adventure-works.com,Home,Auf dem Ufer 164,NULL,Darmstadt,Hessen,64283,Germany,16212,8,54.1119
4642,23729,NULL,Marcus,D,Allen,177-555-0119,Home,marcus26@adventure-works.com,Home,4333 Coastal Blvd.,NULL,Novato,California,94947,United States,2415,4,79.0959
4643,18494,NULL,Marcus,A,Young,1 (11) 500 555-0149,Cell,marcus27@adventure-works.com,Home,7791 Running Springs Road,NULL,Goulburn,New South Wales,2580,Australia,18965,9,6671.8685
4644,24805,NULL,Donna,E,Luo,207-555-0146,Cell,donna5@adventure-works.com,Home,6312 Woodcrest Dr,NULL,Cliffside,British Columbia,V8Y 1L1,Canada,1737,6,5.514
4645,18595,NULL,Marcus,NULL,Hernandez,735-555-0116,Home,marcus28@adventure-works.com,Home,2197 Clay Road,NULL,Oak Bay,British Columbia,V8P,Canada,15423,6,2574.639
4646,22152,NULL,Marcus,NULL,King,964-555-0119,Cell,marcus29@adventure-works.com,Home,8564 Hickory Drive,NULL,Long Beach,California,90802,United States,4358,4,1332.0444
4647,29434,NULL,Donna,D,Yuan,1 (11) 500 555-0162,Home,donna6@adventure-works.com,Home,Potsdamer Straße 646,NULL,Solingen,Nordrhein-Westfalen,42651,Germany,13680,8,86.1458
4648,13325,NULL,Marcus,NULL,Wright,118-555-0179,Home,marcus30@adventure-works.com,Home,569 Lunar Lane,NULL,Burbank,California,91502,United States,4326,4,5037.1674
4649,15374,NULL,Donna,NULL,Kumar,985-555-0182,Home,donna7@adventure-works.com,Home,2639 Parkview Court,NULL,Burlingame,California,94010,United States,1179,4,3511.6459
4650,26197,NULL,Marcus,S,Lopez,410-555-0110,Cell,marcus31@adventure-works.com,Home,9846 Golf Club Road,NULL,Burien,Washington,98168,United States,7252,1,71.7919
4651,25812,NULL,Donna,NULL,Lal,1 (11) 500 555-0110,Cell,donna8@adventure-works.com,Home,134 Peachwillow Street,NULL,Findon,South Australia,5023,Australia,1676,9,125.9369
4652,15099,NULL,Alvin,NULL,Ma,1 (11) 500 555-0160,Home,alvin15@adventure-works.com,Home,"26, rue de l´Esplanade",NULL,Croix,Nord,59170,France,8027,7,100.0909
4653,11998,NULL,Donna,NULL,Sharma,1 (11) 500 555-0118,Cell,donna9@adventure-works.com,Home,1641 Overhill Rd,NULL,Hawthorne,Queensland,4171,Australia,2607,9,7693.1206
4654,17426,NULL,Donna,J,Shan,945-555-0193,Cell,donna10@adventure-works.com,Home,7655 Greer Ave,NULL,Berkeley,California,94704,United States,12770,4,5.514
4655,20700,NULL,Marcus,G,Scott,156-555-0159,Cell,marcus32@adventure-works.com,Home,4292 Oak Street,NULL,Bellflower,California,90706,United States,11578,4,1374.0012
4656,15974,NULL,Marcus,C,Green,340-555-0137,Home,marcus33@adventure-works.com,Home,9459 Amhurst Way,NULL,Langley,British Columbia,V3A 4R2,Canada,13180,6,230.2932
4657,23572,NULL,Donna,S,Pal,1 (11) 500 555-0163,Home,donna11@adventure-works.com,Home,9295 Arcadia Pl,NULL,Caloundra,Queensland,4551,Australia,3044,9,3997.7022
4658,11931,NULL,Marcus,M,Adams,687-555-0170,Cell,marcus34@adventure-works.com,Home,9246 Westminster Pl,NULL,Palo Alto,California,94303,United States,18569,4,259.0562
4659,20607,NULL,Donna,A,Raje,1 (11) 500 555-0115,Home,donna12@adventure-works.com,Home,2341 Lindley Ct,NULL,Sydney,New South Wales,1002,Australia,19009,9,26.2769
4660,17520,NULL,Marcus,NULL,Baker,102-555-0169,Home,marcus35@adventure-works.com,Home,7323 Alan Drive,NULL,Burlingame,California,94010,United States,10149,4,5.514
4661,24118,NULL,Donna,NULL,Chande,1 (11) 500 555-0167,Cell,donna13@adventure-works.com,Home,"34, rue Lauriston",NULL,Paris La Defense,Hauts de Seine,92081,France,15428,7,8.0444
4662,27754,NULL,Marcus,A,Gonzalez,127-555-0119,Home,marcus36@adventure-works.com,Home,7364 Mason Dr,NULL,La Jolla,California,92806,United States,13207,4,26.2769
4663,19177,NULL,Donna,D,Chander,1 (11) 500 555-0172,Home,donna14@adventure-works.com,Home,Postfach 8 11 99,NULL,Frankfurt,Bayern,91480,Germany,5717,8,43.0729
4664,19903,NULL,Marcus,N,Nelson,1 (11) 500 555-0181,Home,marcus37@adventure-works.com,Home,"5, rue des Bouchers",NULL,Metz,Moselle,57000,France,12541,7,3511.6238
4665,21471,NULL,Marcus,l,Carter,334-555-0110,Home,marcus38@adventure-works.com,Home,8645 Michigan Blvd,NULL,Langford,British Columbia,V9,Canada,13159,6,35.3269
4666,27206,NULL,Marcus,NULL,Mitchell,957-555-0196,Home,marcus39@adventure-works.com,Home,9887 W. 39th Street,# 24,San Francisco,California,94109,United States,12858,4,2288.9187
4667,20786,NULL,Marcus,NULL,Perez,947-555-0166,Cell,marcus40@adventure-works.com,Home,3092 Gabriela,NULL,Glendale,California,91203,United States,3532,4,16.5529
4668,12235,NULL,Donna,NULL,Rai,1 (11) 500 555-0127,Home,donna15@adventure-works.com,Home,2957 Tri-state Avenue,NULL,Cambridge,England,CB4 4BZ,United Kingdom,11891,10,69.3499
4669,21593,NULL,Marcus,H,Roberts,171-555-0165,Cell,marcus41@adventure-works.com,Home,4587 Sunset Meadows,NULL,Burbank,California,91502,United States,142,4,1276.8054
4670,28623,NULL,Marcus,P,Turner,333-555-0169,Home,marcus42@adventure-works.com,Home,702 Candle Dr,NULL,Santa Cruz,California,95062,United States,2867,4,30.1444
4671,26538,NULL,Warren,NULL,Black,189-555-0173,Home,warren10@adventure-works.com,Home,8866 Alpha Way,NULL,Bellflower,California,90706,United States,8748,4,4933.25
4672,18339,NULL,Donna,NULL,Nath,412-555-0110,Home,donna16@adventure-works.com,Home,5203 Foothill Way,NULL,Bellflower,California,90706,United States,12463,4,15.4479
4673,23477,NULL,Marcus,NULL,Phillips,278-555-0140,Cell,marcus43@adventure-works.com,Home,2451 Vista Del Sol,NULL,Marysville,Washington,98270,United States,11517,1,77.3169
4674,29430,NULL,Donna,H,Goel,1 (11) 500 555-0192,Cell,donna17@adventure-works.com,Home,Galeriestr 6818,NULL,Braunschweig,Nordrhein-Westfalen,38001,Germany,848,8,32.034
4675,18247,NULL,Donna,J,Beck,1 (11) 500 555-0154,Cell,donna18@adventure-works.com,Home,508 Somerset Place,NULL,Melbourne,Victoria,3000,Australia,10045,9,93.8809
4676,17499,NULL,Marcus,NULL,Campbell,911-555-0178,Cell,marcus44@adventure-works.com,Home,8819 Camino Norte,NULL,West Covina,California,91791,United States,15084,4,2535.964
4677,19683,NULL,Marcus,NULL,Parker,496-555-0122,Home,marcus45@adventure-works.com,Home,3478 Hillside Way,NULL,Milwaukie,Oregon,97222,United States,9308,1,1263.5233
4678,24906,NULL,Donna,NULL,Raji,1 (11) 500 555-0198,Home,donna19@adventure-works.com,Home,2304 La Canada,# 13,Silverwater,New South Wales,2264,Australia,2062,9,68.4658
4679,28665,NULL,Donna,M,Anand,784-555-0134,Cell,donna20@adventure-works.com,Home,1865 Scenic Ct.,NULL,Bellingham,Washington,98225,United States,3177,1,5362.1231
4680,27290,NULL,Marcus,NULL,Evans,597-555-0163,Home,marcus46@adventure-works.com,Home,101 Adobe Dr,NULL,Puyallup,Washington,98371,United States,4429,1,32.034
4681,18099,NULL,Marcus,M,Edwards,842-555-0134,Cell,marcus47@adventure-works.com,Home,5014 S. Villa Way,NULL,Glendale,California,91203,United States,2908,4,5.514
4682,22262,NULL,Marcus,NULL,Collins,995-555-0181,Cell,marcus48@adventure-works.com,Home,4546 Vista Valley Rd,NULL,Mill Valley,California,94941,United States,19161,4,596.689
4683,22727,NULL,Jodi,NULL,She,359-555-0153,Cell,jodi0@adventure-works.com,Home,1510 American Beauty Dr.,NULL,Bremerton,Washington,98312,United States,7946,1,38.6529
4684,17264,NULL,Ian,L,Smith,723-555-0183,Cell,ian1@adventure-works.com,Home,9713 Pome Court,NULL,Port Orchard,Washington,98366,United States,1525,1,2570.1858
4685,16161,NULL,Jodi,NULL,Deng,1 (11) 500 555-0117,Cell,jodi1@adventure-works.com,Home,3570 Book Ct,NULL,Hobart,Tasmania,7001,Australia,2023,9,2983.5534
4686,21732,NULL,Ian,E,Johnson,119-555-0194,Home,ian2@adventure-works.com,Home,9500 Normal Avenue,NULL,Newton,British Columbia,V2M1P1,Canada,1143,6,92.2344
4687,22028,NULL,Jodi,A,Shen,1 (11) 500 555-0159,Home,jodi2@adventure-works.com,Home,6951 Harmony Way,NULL,Hobart,Tasmania,7001,Australia,13965,9,77.339
4688,17558,NULL,Ian,M,Williams,354-555-0176,Cell,ian3@adventure-works.com,Home,7577 Camino Bonita,NULL,N. Vancouver,British Columbia,V7L 4J4,Canada,4761,6,1934.2694
4689,27889,NULL,Jodi,K,Xie,1 (11) 500 555-0126,Cell,jodi3@adventure-works.com,Home,"54, avenue du Port",NULL,Paris,Seine (Paris),75017,France,14095,7,79.0959
4690,17659,NULL,Jodi,A,Tang,181-555-0185,Cell,jodi4@adventure-works.com,Home,5684 San Marino Ct.,NULL,Burien,Washington,98168,United States,13543,1,1889.5279
4691,24515,NULL,Ian,NULL,Jones,583-555-0115,Home,ian4@adventure-works.com,Home,274 Diane Ct,NULL,San Diego,California,92102,United States,17016,4,79.0959
4692,28878,NULL,Alvin,R,Guo,1 (11) 500 555-0197,Home,alvin16@adventure-works.com,Home,2139 Birdwatch Ave.,NULL,Oxford,England,OX14 4SE,United Kingdom,11916,10,6.9394
4693,16460,NULL,Jodi,NULL,Xu,1 (11) 500 555-0139,Home,jodi5@adventure-works.com,Home,6594 Bent Tree Lane,NULL,York,England,Y024 1GF,United Kingdom,1352,10,52.2223
4694,13888,NULL,Ian,NULL,Brown,846-555-0173,Cell,ian5@adventure-works.com,Home,4540 Wood Ranch Circle,Space 51,Everett,Washington,98201,United States,18339,1,24.2879
4695,20754,NULL,Ian,T,Davis,846-555-0149,Home,ian6@adventure-works.com,Home,7490 Sharon Dr,NULL,La Jolla,California,92806,United States,447,4,87.2729
4696,29213,NULL,Jodi,NULL,Luo,958-555-0116,Cell,jodi6@adventure-works.com,Home,1663 Park Glen Court,NULL,Cliffside,British Columbia,V8Y 1L1,Canada,2822,6,75.6815
4697,20128,NULL,Ian,B,Miller,454-555-0190,Cell,ian7@adventure-works.com,Home,6076 Citrus Ave,NULL,Woodburn,Oregon,97071,United States,18858,1,87.2729
4698,28354,NULL,Ian,K,Wilson,965-555-0128,Home,ian8@adventure-works.com,Home,1936 Bayberry Drive,NULL,Haney,British Columbia,V2W 1W2,Canada,14920,6,3953.9884
4699,14555,NULL,Jodi,D,Kumar,1 (11) 500 555-0135,Home,jodi7@adventure-works.com,Home,"66, rue Georges-Clémenceau",NULL,Croix,Nord,59170,France,1949,7,3338.2299
4700,24639,NULL,Ian,L,Moore,124-555-0176,Cell,ian9@adventure-works.com,Home,3432 NE 3rd Court,NULL,Haney,British Columbia,V2W 1W2,Canada,2476,6,44.1779
4701,22944,NULL,Jodi,J,Lal,1 (11) 500 555-0152,Home,jodi8@adventure-works.com,Home,9593 Power Ave.,NULL,Lavender Bay,New South Wales,2060,Australia,775,9,71.2394
4702,18260,NULL,Jodi,N,Sharma,1 (11) 500 555-0159,Home,jodi9@adventure-works.com,Home,2111 Ringing Dr,NULL,Warrnambool,Victoria,3280,Australia,16811,9,6669.3381
4703,15095,NULL,Jodi,A,Shan,1 (11) 500 555-0195,Home,jodi10@adventure-works.com,Home,"35, rue de Longchamp",NULL,Les Ulis,Essonne,91940,France,6103,7,8017.5044
4704,28860,NULL,Ian,M,Anderson,443-555-0192,Cell,ian10@adventure-works.com,Home,1296 Bishop Court,NULL,Novato,California,94947,United States,5748,4,32.0229
4705,19118,NULL,Ian,NULL,Thomas,250-555-0122,Home,ian11@adventure-works.com,Home,5008 Falls Ct,NULL,Oak Bay,British Columbia,V8P,Canada,524,6,1238.1415
4706,27971,NULL,Jodi,M,Jai,1 (11) 500 555-0121,Home,jodi11@adventure-works.com,Home,7446 The Alameda,NULL,Goulburn,New South Wales,2580,Australia,18403,9,65.1729
4707,11649,NULL,Ian,M,White,200-555-0138,Cell,ian12@adventure-works.com,Home,6289 Duck Horn Court,NULL,Newport Beach,California,92625,United States,7590,4,100.8645
4708,20667,NULL,Jodi,C,Pal,901-555-0178,Cell,jodi12@adventure-works.com,Home,9635 Rock Oak Road,NULL,Bremerton,Washington,98312,United States,16256,1,1962.4469
4709,26766,NULL,Jodi,NULL,Andersen,1 (11) 500 555-0183,Home,jodi13@adventure-works.com,Home,6920 Merriewood Drive,NULL,Port Macquarie,New South Wales,2444,Australia,16595,9,87.2729
4710,25490,NULL,Alvin,NULL,He,1 (11) 500 555-0120,Home,alvin17@adventure-works.com,Home,"33, avenue du Président-Kennedy",NULL,Paris,Seine (Paris),75010,France,1466,7,8.0444
4711,19630,NULL,Jodi,E,Raje,1 (11) 500 555-0166,Home,jodi14@adventure-works.com,Home,6004 Peabody Road,NULL,Hervey Bay,Queensland,4655,Australia,18454,9,82.2673
4712,14128,NULL,Ian,W,Harris,1 (11) 500 555-0194,Home,ian13@adventure-works.com,Home,3859 Anyway Street,NULL,Rockhampton,Queensland,4700,Australia,3950,9,4239.1995
4713,18909,NULL,Jodi,A,Chavez,1 (11) 500 555-0192,Cell,jodi15@adventure-works.com,Home,9189 Shady Ln.,NULL,Cranbourne,Victoria,3977,Australia,12039,9,6669.3381
4714,14709,NULL,Ian,K,Martin,1 (11) 500 555-0195,Cell,ian14@adventure-works.com,Home,Zollhof 626655,NULL,Saarlouis,Saarland,66740,Germany,6925,8,4859.5138
4715,22966,NULL,Jodi,L,Chapman,1 (11) 500 555-0118,Home,jodi16@adventure-works.com,Home,1604 Crown Court,NULL,Warrnambool,Victoria,3280,Australia,17171,9,4328.8845
4716,23939,NULL,Jodi,N,Nara,1 (11) 500 555-0134,Home,jodi17@adventure-works.com,Home,"802, rue Descartes",NULL,Colomiers,Garonne (Haute),31770,France,4111,7,1889.5279
4717,27994,NULL,Jodi,L,Rai,622-555-0178,Cell,jodi18@adventure-works.com,Home,5680 Camelback Ct.,NULL,Beaverton,Oregon,97005,United States,5875,1,8.0444
4718,27740,NULL,Jodi,NULL,Nath,883-555-0128,Cell,jodi19@adventure-works.com,Home,5496 Village Pl.,NULL,Burien,Washington,98168,United States,8305,1,28.1554
4719,20447,NULL,Jodi,NULL,Goel,1 (11) 500 555-0163,Cell,jodi20@adventure-works.com,Home,3576 Frigate Ct.,NULL,Silverwater,New South Wales,2264,Australia,2944,9,6669.3381
4720,12585,NULL,Ian,NULL,Martinez,1 (11) 500 555-0140,Home,ian15@adventure-works.com,Home,6422 Vista Diablo,NULL,Hobart,Tasmania,7001,Australia,16074,9,2905.1205
4721,26043,NULL,Jodi,NULL,Becker,141-555-0181,Home,jodi21@adventure-works.com,Home,9183 J Ave,NULL,Bremerton,Washington,98312,United States,7222,1,211.3534
4722,13852,NULL,Ian,D,Robinson,813-555-0130,Cell,ian16@adventure-works.com,Home,6463 Landover Ln,NULL,N. Vancouver,British Columbia,V7L 4J4,Canada,2707,6,2535.964
4723,18545,NULL,Ian,L,Clark,185-555-0165,Cell,ian17@adventure-works.com,Home,4794 Curtis Drive,NULL,Kirkland,Washington,98033,United States,1321,1,1907.2079
4724,26129,NULL,Jodi,NULL,Anand,1 (11) 500 555-0155,Home,jodi22@adventure-works.com,Home,7102 Serrano Way,NULL,Coffs Harbour,New South Wales,2450,Australia,1776,9,23.7465
4725,12709,NULL,Ian,W,Rodriguez,631-555-0178,Home,ian18@adventure-works.com,Home,7744 Lacorso Drive,NULL,San Carlos,California,94070,United States,2484,4,6556.2413
4726,12707,NULL,Ian,NULL,Lewis,441-555-0164,Cell,ian19@adventure-works.com,Home,8985 Camino Segundo,NULL,Sedro Woolley,Washington,98284,United States,1105,1,6572.7942
4727,25734,NULL,Alvin,V,Zheng,1 (11) 500 555-0115,Home,alvin18@adventure-works.com,Home,Galeriestr 6813,NULL,Berlin,Hamburg,14111,Germany,14911,8,2634.3974
4728,11578,NULL,Trisha,NULL,Huang,1 (11) 500 555-0128,Cell,trisha0@adventure-works.com,Home,"33, place de la République",NULL,Pantin,Seine Saint Denis,93500,France,5348,7,4869.0606
4729,19646,NULL,Ian,NULL,Lee,328-555-0164,Cell,ian20@adventure-works.com,Home,2190 Rock Creek Way,NULL,Metchosin,British Columbia,V9,Canada,12691,6,217.7292
4730,26404,NULL,Trisha,NULL,Wu,1 (11) 500 555-0197,Cell,trisha1@adventure-works.com,Home,3558 Pebble Glen Drive,# 214,W. York,England,BD1 4SJ,United Kingdom,16824,10,1961.8944
4731,16771,NULL,Ian,NULL,Walker,141-555-0176,Cell,ian21@adventure-works.com,Home,3686 Mac Court,NULL,Cliffside,British Columbia,V8Y 1L1,Canada,6366,6,115.5278
4732,16042,NULL,Ian,A,Hall,1 (11) 500 555-0162,Cell,ian22@adventure-works.com,Home,"22, rue Léo Delibes",NULL,Versailles,Yveline,78000,France,3716,7,27.614
4733,12561,NULL,Trisha,NULL,Lin,1 (11) 500 555-0112,Cell,trisha2@adventure-works.com,Home,"91, rue de Maubeuge",NULL,Bobigny,Seine Saint Denis,93000,France,5720,7,6506.5053
4734,12686,NULL,Trisha,B,Zhou,1 (11) 500 555-0128,Home,trisha3@adventure-works.com,Home,7688 P St.,NULL,Bendigo,Victoria,3550,Australia,13591,9,7585.2279
4735,16031,NULL,Ian,A,Allen,1 (11) 500 555-0183,Home,ian23@adventure-works.com,Home,1550 Cordoba,NULL,Townsville,Queensland,4810,Australia,9904,9,4143.8476
4736,20336,NULL,Ian,NULL,Young,419-555-0170,Cell,ian24@adventure-works.com,Home,7917 Precipice Drive,NULL,Concord,California,94519,United States,10746,4,77.339
4737,27166,NULL,Trisha,R,Ye,1 (11) 500 555-0120,Home,trisha4@adventure-works.com,Home,899 Park Blvd.,NULL,Colombes,Hauts de Seine,92700,France,3232,7,914.1997
4738,22710,NULL,Trisha,A,Zhao,1 (11) 500 555-0188,Cell,trisha5@adventure-works.com,Home,Königsteiner Straße 449,NULL,Frankfurt am Main,Hamburg,60082,Germany,8666,8,4.409
4739,14355,NULL,Ian,NULL,King,988-555-0130,Home,ian25@adventure-works.com,Home,9199 Park Glenn,NULL,Lebanon,Oregon,97355,United States,15689,1,1994.4338
4740,25555,NULL,Trisha,NULL,Lu,1 (11) 500 555-0147,Cell,trisha6@adventure-works.com,Home,3920 Valley Run,NULL,Milsons Point,New South Wales,2061,Australia,1535,9,1411.7019
4741,16903,NULL,Ian,P,Wright,502-555-0164,Home,ian26@adventure-works.com,Home,4113 Pershing Dr,NULL,Santa Cruz,California,95062,United States,16786,4,5.514
4742,11396,NULL,Ian,G,Lopez,1 (11) 500 555-0182,Home,ian27@adventure-works.com,Home,Zur Lindung 6,NULL,Saarlouis,Saarland,66740,Germany,6897,8,32.034
4743,20282,NULL,Trisha,NULL,Xu,1 (11) 500 555-0133,Cell,trisha7@adventure-works.com,Home,8627 Shenandoah Drive,NULL,North Ryde,New South Wales,2113,Australia,13714,9,41.1834
4744,22442,NULL,Trisha,NULL,Sun,1 (11) 500 555-0165,Home,trisha8@adventure-works.com,Home,"2877, rue des Ecoles",NULL,High Wycombe,England,HP10 9QY,United Kingdom,84,10,1889.5279
4745,13856,NULL,Ian,NULL,Scott,729-555-0153,Home,ian28@adventure-works.com,Home,9845 Oxford Place,NULL,Lincoln Acres,California,91950,United States,17450,4,3295.1349
4746,19879,NULL,Ian,S,Green,183-555-0146,Home,ian29@adventure-works.com,Home,7922 Rancho View Drive,NULL,Lemon Grove,California,91945,United States,15277,4,77.339
4747,29422,NULL,Ian,C,Adams,1 (11) 500 555-0151,Cell,ian30@adventure-works.com,Home,7963 Elk Dr,#4,Versailles,Yveline,78000,France,13641,7,69.5929
4748,11449,NULL,Alvin,E,Hu,1 (11) 500 555-0144,Cell,alvin19@adventure-works.com,Home,8468 Clifford Court,NULL,Seaford,Victoria,3198,Australia,18835,9,8984.0037
4749,28953,NULL,Trisha,A,Gao,1 (11) 500 555-0122,Cell,trisha9@adventure-works.com,Home,6580 Poor Ridge Court,NULL,Rockhampton,Queensland,4700,Australia,12262,9,2721.1178
4750,26200,NULL,Ian,V,Baker,166-555-0176,Home,ian31@adventure-works.com,Home,8950 Olivera Rd,NULL,Metchosin,British Columbia,V9,Canada,11145,6,3045.9795
4751,25346,NULL,Ian,NULL,Gonzalez,364-555-0127,Cell,ian32@adventure-works.com,Home,1901 Delaware Drive,NULL,Olympia,Washington,98501,United States,2997,1,127.0308
4752,13039,NULL,Trisha,E,Ma,845-555-0181,Home,trisha10@adventure-works.com,Home,1660 Stonyhill Circle,NULL,Coronado,California,92118,United States,15526,4,3627.5272
4753,17178,NULL,Trisha,L,Liang,757-555-0197,Cell,trisha11@adventure-works.com,Home,37 Peachwillow Lane,NULL,Beverly Hills,California,90210,United States,5869,4,15.4479
4754,18253,NULL,Trisha,NULL,Guo,1 (11) 500 555-0195,Home,trisha12@adventure-works.com,Home,"188, rue de Linois",NULL,Melbourne,Victoria,3000,Australia,10622,9,50.7748
4755,12490,NULL,Trisha,C,He,1 (11) 500 555-0131,Home,trisha13@adventure-works.com,Home,"98bis, boulevard du Montparnasse",NULL,Paris,Seine (Paris),75013,France,5743,7,185.4522
4756,18538,NULL,Ian,NULL,Mitchell,752-555-0198,Home,ian33@adventure-works.com,Home,5186 Elmhurst Lane,NULL,Issaquah,Washington,98027,United States,10970,1,2563.589
4757,22437,NULL,Trisha,NULL,Zheng,1 (11) 500 555-0176,Home,trisha14@adventure-works.com,Home,6061 St. Paul Way,NULL,Wokingham,England,RG41 1QW,United Kingdom,14593,10,1922.1033
4758,17469,NULL,Ian,L,Perez,101-555-0113,Home,ian34@adventure-works.com,Home,1301 Stanbridge Ct,NULL,Berkeley,California,94704,United States,10217,4,8.0444
4759,25424,NULL,Ian,M,Roberts,728-555-0147,Cell,ian35@adventure-works.com,Home,3050 Meadow Glen Way,NULL,Bellingham,Washington,98225,United States,18863,1,79.0959
4760,26951,NULL,Trisha,C,Hu,1 (11) 500 555-0161,Home,trisha15@adventure-works.com,Home,Hans-Rosenthal-Platz 4297,NULL,Mühlheim,Hamburg,63151,Germany,5414,8,66.8194
4761,18608,NULL,Ian,NULL,Phillips,115-555-0117,Home,ian36@adventure-works.com,Home,4077 St. George Drive,NULL,Woodland Hills,California,91364,United States,4026,4,1895.0419
4762,18265,NULL,Trisha,NULL,Cai,1 (11) 500 555-0144,Cell,trisha16@adventure-works.com,Home,5656 Via Delaware,NULL,North Sydney,New South Wales,2055,Australia,10099,9,71.803
4763,26168,NULL,Ian,NULL,Campbell,487-555-0110,Home,ian37@adventure-works.com,Home,700 Oaxaca,# 17,Edmonds,Washington,98020,United States,88,1,34.5644
4764,18021,NULL,Trisha,A,She,1 (11) 500 555-0111,Home,trisha17@adventure-works.com,Home,2457 Matterhorn Court,NULL,Milton Keynes,England,MK8 8ZD,United Kingdom,18284,10,3086.8424
4765,11115,NULL,Alvin,D,Cai,1 (11) 500 555-0191,Home,alvin20@adventure-works.com,Home,7759 Azalea Avenue,NULL,St. Leonards,New South Wales,2065,Australia,6859,9,125.6496
4766,27214,NULL,Bianca,A,Zimmerman,679-555-0113,Cell,bianca0@adventure-works.com,Home,5834 Vine Circle,NULL,Beverly Hills,California,90210,United States,17729,4,207.7179
4767,22538,NULL,Bianca,NULL,Wang,1 (11) 500 555-0173,Home,bianca1@adventure-works.com,Home,3230 Hamilton Ave,NULL,Tremblay-en-France,Seine Saint Denis,93290,France,1208,7,23.7465
4768,29158,NULL,Ian,A,Edwards,107-555-0166,Cell,ian38@adventure-works.com,Home,2969 Broadmoor Avenue,NULL,Burien,Washington,98168,United States,8821,1,3953.9884
4769,25904,NULL,Ian,NULL,Collins,172-555-0177,Home,ian39@adventure-works.com,Home,2755 Fairfield Ave,NULL,Issaquah,Washington,98027,United States,8334,1,98.8533
4770,18090,NULL,Lucas,P,Smith,662-555-0157,Home,lucas13@adventure-works.com,Home,8176 Pena,NULL,Langley,British Columbia,V3A 4R2,Canada,16705,6,71.7256
4771,24891,NULL,Bianca,NULL,Chen,1 (11) 500 555-0184,Cell,bianca2@adventure-works.com,Home,1867 Sands,NULL,Brisbane,Queensland,4000,Australia,8187,9,5.514
4772,13509,NULL,Lucas,NULL,Johnson,1 (11) 500 555-0110,Home,lucas14@adventure-works.com,Home,873 Wellington Avenue,NULL,York,England,YO15,United Kingdom,11671,10,54.1008
